NAME	DESCRIPTION	Naive WT 1	Naive WT 2	Naive KO 1	Naive KO 2	Activated WT	Activated KO	Memory WT	Memory KO	WT Foxp3+	KO Foxp3+
Sav1	64010	218.3136382	344.5684644	255.128653	332.3383882	438.668152	490.131859	295.9172384	299.0000118	528.493718	400.580944
Ccnb1-rs1 ; Ccnb1 ; LOC434175 ; Ccnb1-rs5	12429 ; 268697 ; 434175 ; 545021	52.29151022	25.14469976	39.2212728	79.8019256	7161.35629	6882.94498	149.0760636	520.153918	151.5756282	256.5477658
Adm	11535	3.54981552	8.50904392	4.82332851	6.819806996	126.8340686	222	6.62192404	3.846153922	4.97478986	10.60233964
Raf1	110157	3450.14788	2171.527114	3439.15962	2610.5609	3199.61126	3045.17844	2228.939792	2034.92304	1877.2061	1639.97283
Arpc1a	56443	1242.844948	1262.015536	873.403056	1330.37163	3093.458778	2852.62119	1271.492198	1356.230856	1022.241624	842.705636
Adam15	11490	59.254612	123.3333284	34.14408322	11.8074289	64.30567958	53.3744684	115.5525762	84.1538508	46.7941183	53.4444428
Smad1	17125	212.4427816	85.2816478	248.5283118	113.1884464	111.3231506	79.6680818	94.8590608	111.076923	149.8655474	110.134496
Rab1	19324	8607.07468	7497.90126	9331.11066	6405.6324	18211.27494	18846.38734	5897.98352	7117.53904	6089.68718	6236.6275
Za20d2	22682	5424.52782	2670.596804	4855.186916	2698.81108	8035.95008	7292.30484	2684.77624	2520.692192	1947.863742	1905.247808
Za20d2	22682	178.583016	143.3152376	161.7084186	309.1306784	384.541518	613.255316	144.8545856	270.1538868	255.8130642	298.09161
Za20d2	22682	3120.970276	2138.159922	3604.67653	2283.41393	6630.75594	7812.66766	1901.568306	1942.000056	1864.069324	1594.317716
Tpst2	22022	1347.83748	1761.658652	1227.79098	1984.462366	544.336267	551.221264	2518.73134	2988.846384	1790.924394	1538.132624
Ap1s1	11769	606.19912	623.359128	652.545468	723.714006	1891.3623	2001.935912	663.682246	668.538496	654.184864	709.20268
Rps15	20054	18594.8902	78755.3214	19374.29668	73024.2804	13545.7185	14967.04908	53447.36284	41845.0908	26128.61264	22163.72298
Rps15	20054	15941.80964	57071.7674	15608.54398	57421.85918	10021.02228	11482.12564	36468.84798	33873.77528	22396.3516	19006.31318
Pdhb	68263	8707.97146	5984.82104	7787.391184	6434.43616	12403.72386	12632.89816	4188.946712	4663.92252	3793.51084	3404.504976
Mtap4	17758	1417.059004	822.604646	996.144118	952.12655	549.506647	522.565948	763.176726	515.4615262	545.128178	625.465834
Mtap4	17758	2426.298902	1037.242978	2162.246922	1045.262802	2931.88666	2382.01264	896.442882	840.846164	868.178656	870.90637
Mrpl20	66448	435.6715664	1906.216838	606.977748	2151.904164	2731.860516	3189.39963	1424.210216	1538.615326	1147.932844	1024.964972
Adam9	11502	433.350512	180.8888856	372.2847278	142.1980744	1103.213978	1088.114722	220.5928456	428.69236	254.8802572	266.1403562
1110005A23Rik	66118	5204.438204	5716.834776	5953.25634	6030.13642	9122.68263	9901.9881	4254.91712	5025.23048	4036.731302	4120.704504
AI413782	104799	1341.01098	1044.030924	1404.476932	961.898324	1545.59841	1501.097918	1217.606508	803.769352	970.9392	788.035102
Lrrc4	192198	4.505534696	5.92764753	5.204116304	6.514442444	2.90829694	8.0297881	16.22371338	4.461538958	7.53991624	11.10721204
Syngr3	20974	77.2767496	61.0930236	117.9176754	4.275103136	67.86026662	93.83829	57.44519064	125.9230842	76.3319324	92.8966844
Rpl27	19942	21976.62952	50613.1288	22448.9138	55929.13562	21839.37432	24915.01708	32672.6502	30704.38562	24860.19048	21071.8256
Eif3s7	55944	5371.00732	4777.30236	6651.11408	4519.19184	12116.12582	13556.95466	3432.7231	3018.53844	3578.66146	3096.8926
Hist1h1c	50708	3298.73426	1323.77749	3612.164516	1041.80197	1084.148692	1492.910706	672.290851	529.7692782	343.4936884	301.770002
Ywhaz	22631	8141.0915	3947.144756	5271.7711	4214.640178	7627.65656	6822.01264	3289.27558	3863.076982	4333.740736	4167.00845
Ywhaz	22631	1705.549484	1627.044068	1631.427088	2042.990298	391.8122252	414.7148478	766.404902	1054.769212	1009.182844	1107.836314
Mpdu1	24070	566.332064	1119.46497	397.670672	1083.535158	2068.930258	1582.970038	826.085088	1128.615514	1057.298384	753.92014
Nnt	18115	1076.82284	1334.10345	937.756416	1199.37017	1796.681372	1663.267882	1543.984544	977.769363	893.752242	986.52249
Kti12	100087	2820.737624	1419.098148	3188.346684	1613.85157	6460.94518	6290.78588	1028.467614	870.538442	1130.054666	853.884964
Nsg2	18197	12018.98972	9214.9092	8892.81865	9596.38364	2541.205436	1182.5829	3065.45444	2182.15418	4201.521458	3101.43694
Tmed3	66111	924.726792	1030.263594	939.660325	1263.191396	1741.423574	1801.663718	1518.407184	1512.384768	955.859258	1065.354616
Fuca1	71665	1343.33199	1577.232522	1162.675864	1647.034502	2243.91273	1977.217248	2088.63742	1596.000328	1622.48108	1352.4832
Slc35a4	67843	3273.476136	958.175606	2592.91967	1294.949162	6776.00832	5555.03866	1078.214706	815.153882	795.4223	576.3488816
Cd83	12522	287.2619838	191.405662	230.123498	287.1444422	3889.52436	4803.38588	3214.116148	1189.07714	4082.282298	3856.22214
Cox8a	12868	971.557174	7713.20944	1081.56772	7603.98248	1786.663844	1600.761488	6456.95621	6974.61692	4762.11682	4272.09363
Fkbp8	14232	2361.99268	1631.250524	2272.422044	2109.865504	2164.09633	2012.957324	2239.28662	1079.923218	1705.10948	845.230072
Sparcl1	13602	11.60516396	1.720930088	4.442539088	1.628610574	5.65502228	4.8808513	3.8903798	5.30769218	3.96428545	3.38986378
Orc3l	50793	1470.852342	1268.70817	1358.909212	982.45952	2453.633096	2715.957324	999.91057	903.846286	908.287914	762.14228
Orc3l	50793	292.8597804	144.8449582	263.5060302	156.753793	294.0611778	319.617026	141.2952966	78.1538568	138.8277444	142.4463962
Orc3l	50793	328.357906	197.333321	325.828512	191.4635596	77.8777332	129.421264	131.6935154	119.9230754	118.306723	159.3957188
		4702.68594	1883.08022	5064.87635	2869.306636	6629.7858	6744.392116	1700.09598	1992.53843	4062.149858	4127.0503
Txn1	22166	7751.7035	5991.99164	8300.6947	7959.83664	30043.36064	32730.98736	7126.433396	10420.9242	5627.88722	5391.54306
Rrm2	20135	55.29520056	80.0232522	56.8644934	179.55434	6745.47296	6632.60298	298.814294	1773.00004	625.813116	1002.894694
Lox	16948	40.95940996	3.346253138	49.883363	36.4401641	36.03056892	10.23404238	4.138702562	82.3076988	10.26050478	11.39571214
Ccnd2	12444	13477.96336	12820.26098	16412.13218	12532.3662	19674.4725	22036.7264	10872.61872	10308.1556	9285.13298	9256.49128
Ccnd2	12444	1476.176864	1100.248058	1512.493992	1468.498032	1095.620024	1277.208402	1116.539232	822.38457	723.98751	862.828382
Ccnd2	12444	215.8560612	211.291978	331.413403	142.9105908	513.960784	526.34461	165.05145	331.4615696	356.785746	326.58087
Fkbp5	14229	1550.313616	1103.594338	1228.29862	1207.513278	1252.991236	1398.600148	1194.346828	1432.077008	1198.069472	1139.499064
Rpo1-2	20017	927.048024	559.589184	764.751372	629.865282	2701.646464	2366.740298	279.362432	254.3077118	341.861352	219.7641418
Dnpep	13437	1271.789604	1348.827008	1209.005192	1461.576516	1290.799242	1344.595836	1243.017886	916.230704	1522.985194	1045.52047
Tuba6	22146	214.627306	316.5555498	511.0188844	320.734537	695.729278	830.05948	289.709186	239.1538734	151.031521	183.4132624
Errfi1	74155	695.490776	231.178294	707.632992	241.2379872	1070.899658	958.536208	248.2393936	479.153848	177.226892	187.668625
Prnp	19122	100.623609	119.89147	100.4013796	101.2792342	431.5590238	400.2297178	142.2885912	145.3846254	390.4432696	284.099394
C920006C10Rik	76740	6105.27454	2991.74156	6343.6907	3395.55142	4291.83794	4196.587952	1867.713676	1845.538762	2856.61756	2388.339418
C920006C10Rik	76740	884.450072	852.912012	485.5060524	922.608098	1016.611334	802.50632	486.794163	688.99994	1104.247906	1049.703653
C920006C10Rik	76740	6893.6032	3635.082316	5938.91292	3982.563672	4006.01738	3882.166096	3120.333432	2509.461656	2526.338762	2130.853606
Aplp1	11803	70.99630522	7.2661488	56.7375686	12.11279212	21.0043672	19.8382974	171.7561608	150.2307744	174.661756	127.0838186
Apex1	11792	2508.080964	2460.07006	2430.576398	2529.74106	12406.95396	11172.42602	1207.25968	1137.153856	1383.224724	1044.799118
Mmp2	17390	48.4686347	52.7751942	37.44425456	95.986251	12.44104872	44.08510558	48.34004416	74.384615	44.3844526	57.6998054
Anxa7	11750	182.542423	291.9844936	198.3910918	290.4016188	358.36683	385.902156	450.787465	365.3077118	307.271014	272.9921864
Anxa7	11750	1436.719398	1820.266208	1488.63136	2030.97958	4513.353536	4879.749884	1932.27727	1920.0003	2025.9054	1559.192802
Reg2	19693	46.1475988	68.932813	77.4271028	54.354887	37.4847185	41.5659554	24.58389298	68.461544	72.8340338	62.82066164
Dhx30	72831	2990.71962	2282.814086	3254.73053	2543.381036	3157.602718	3088.319478	1864.154202	1246.461476	1619.605366	1526.808774
Rps6	20104	30297.8126	99703.419	23296.29668	86959.4646	34444.42332	34702.3777	69231.1292	62487.06964	35529.64072	32121.33836
Rps6 ; LOC214738 ; LOC216036 ; LOC236932 ; LOC434404 ; LOC545640	20104 ; 214738 ; 216036 ; 236932 ; 434404 ; 545640	6293.00292	4035.48529	5766.79558	5029.65864	6802.50624	5976.8394	2168.01759	2294.000444	1774.834278	1743.688196
Atp5j	11957	8040.74084	6564.10488	8692.650796	6963.22906	15672.3305	16492.7093	5995.57287	5621.077	4419.789342	4720.27685
Dhx15	13204	15389.94724	9460.2414	15331.07358	11465.42236	18836.07322	19283.4565	5901.20992	7447.463304	6163.997536	6046.219284
Dhx15	13204	20164.1786	13039.1071	17623.80892	13929.0015	24777.88176	24360.16656	9121.12086	8296.3102	7894.13537	7629.06774
Hspa4	15525	6971.83674	3786.61996	6188.71028	4435.2159	16866.5055	15859.77102	3727.06772	3161.23116	4047.847212	3511.89866
Hspa4	15525	274.018448	437.97677	216.6689438	340.1761056	249.6288472	194.7617026	305.767334	293.7692404	165.644967	190.4814982
Laptm4b	114128	311.154978	152.589147	305.2658804	145.9642304	663.899584	523.1957176	159.9194538	176.692316	203.8886554	137.8304094
Olig1	50914	11.195571	6.4056842	26.5283044	10.78954706	15.51091948	3.3063829	17.79642058	21.92307868	4.81932844	16.30019534
Sfrs3	20383	8814.73681	8104.435156	8163.61118	9170.40042	16910.45854	17634.19778	5927.03629	7736.99822	6255.56632	6469.59208
Sfrs3	20383	1313.022108	295.617568	1359.92464	423.133443	1689.882204	1655.552938	370.6621742	346.7692836	382.359221	509.41711
Sfrs3	20383	1589.77123	690.666716	1514.398012	724.93545	4190.856652	4613.6632	635.290814	741.53846	768.216422	898.530274
Srp54	24067	11004.01904	3892.07514	8783.53286	4675.84244	19812.6083	18695.07732	3444.393936	3678.92332	3339.7162	2900.280964
Srp54	24067	195.3763836	74.2868166	148.380804	122.247593	108.0917112	68.17446618	53.2237156	83.3076978	92.5	82.7992216
Hmgb3	15354	1041.051684	888.860398	653.180092	718.828156	8034.654784	7656.7948	1013.73377	1164.76925	954.071529	801.16174
Vcl	22330	188.549817	104.8811324	184.8096128	121.433297	767.305778	785.974498	228.4563964	191.0000088	90.4790008	130.5458124
Vcl	22330	11.33210248	32.8888893	14.34305518	29.4167834	17.44978238	31.96170038	30.29530104	44.3076924	21.0651286	29.71540078
Nr2f2	11819	1.365313468	9.46511652	16.6277889	8.95735886	3.069868836	1.102127806	11.9194612	0.999999888	26.58403528	24.95516504
Nr2f2	11819	6.0073792	12.7157604	7.36192219	76.850073	5.00873292	12.4382974	10.42953114	10.38461536	56.12184864	26.0370369
Nr2f2	11819	5.051660616	37.7648566	4.18867972	4.88583298	1.13100416	1.102127806	1.241610702	5.84615466	16.40126084	9.01559538
Rad21	19357	4961.82358	3425.9891	4683.1973	2615.345444	5968.79634	6285.7487	2574.1899	2606.539	3050.712012	2935.982116
Rad21	19357	273.8819402	528.994846	192.0446076	680.046754	331.384284	399.7574202	597.049242	679.153796	1062.739604	817.029264
Cops4	26891	1284.077452	1674.08276	1247.84572	1528.654778	3251.152852	3438.952864	1529.912704	1342.84618	1232.34864	1226.770076
Fbln5	23876	18.02213908	6.8837205	3.1732421	3.664373958	26.3362448	56.83829444	14.40268512	2.307692294	6.60714254	3.245614322
Rab31	106572	239.6125402	136.9095534	200.4219552	161.6396282	251.2445558	226.093606	143.1163256	119.5384604	111.6995812	131.9883018
Prdx4	53381	272.926208	202.974156	284.5763536	170.5969804	757.77295	1098.821264	98.832217	112.3846288	188.031521	225.029264
Prdx4	53381	1297.59407	1082.369436	1040.95023	1290.165136	4395.24406	4086.21636	882.785146	936.153798	1203.19967	1142.744778
Serpinf1	20317	28.1254612	8.12661414	34.90566236	69.92847338	397.9519756	572.4766022	68.04026496	205.07694	101.1281558	113.2358656
Tpbpb	116913	8.328412584	35.0878548	20.8164664	14.25034428	3.23144125	1.889361932	9.76733844	3.1538467	22.46428582	31.80701744
Trap1	68015	1713.331842	1632.397894	1531.406394	1791.675272	4606.9033	4033.94498	1663.510232	1117.384608	1166.821344	1274.44465
2310037I24Rik	69612	3450.96632	2503.76188	3488.66229	2459.40554	5095.49792	4365.683872	1512.778522	1049.76918	1936.281632	1813.2886
Pes1	64934	1986.39458	1819.11869	1803.79773	2275.779868	4865.5814	4832.671084	1214.295082	1228.769408	1135.96216	933.871342
Pes1	64934	189.095937	104.7855244	203.8490876	88.5557112	302.462901	252.8595762	88.0715884	88.3077002	118.2290008	113.3080008
Rbbp9	26450	316.3431624	146.8527114	346.01031	166.1182932	402.799168	399.91487	130.2035846	75.0000064	202.2563116	160.477584
Vdac3	22335	6428.85138	3863.10636	6561.88562	4192.043908	15124.11482	14527.45948	2723.59738	3744.92318	2681.956322	2423.10336
Hmgb1	15289	7210.7672	3307.628172	6060.25627	3644.93216	12556.89646	11218.08402	3176.454144	4087.461484	3141.26892	3384.45438
Rbmxrt	19656	2730.080964	4185.39856	3126.024624	4115.396928	7157.48165	7297.81858	2995.262258	3237.846098	2732.481302	2587.115036
Plekhb1	27276	6.0073792	37	28.81303812	23.6148578	15.99563502	22.35744684	8.52572611	6.07692292	27.59453858	38.2261208
Rdx	19684	6434.31406	2554.33829	6263.59902	2459.91466	7551.71554	7132.65428	1874.997866	1801.384442	1323.372044	1588.90839
Rdx	19684	1436.309808	1355.136988	927.729046	1088.217286	1062.49792	1054.10632	856.545893	1070.69231	639.415944	600.727116
Mesdc2	67943	10363.55126	3826.392592	7689.90832	4583.62438	9101.031784	7770.94424	3264.69167	2544.9229	2120.037988	1774.557518
Apba3	57267	817.003586	574.408202	1026.480418	799.953246	954.244652	938.697918	399.302002	492.4616158	524.8403898	492.900643
Ldh2	16832	2287.44656	1460.878696	2083.042798	1668.918892	3841.860516	3808.00892	1271.823348	826.000062	1429.630272	1043.068332
Hmga1	15361	2975.563902	891.63303	2655.369084	1207.716852	4509.96108	3110.676358	841.646622	598.615378	764.096546	677.251478
Adh5	11532	10668.28844	8436.189144	9293.41136	8308.15464	17305.01692	17326.55092	4935.319296	4565.69344	3745.317008	3479.08188
Pnrc2	52830	2408.686088	1538.798402	2761.482124	1653.03975	1715.08727	1869.208254	1330.510232	1363.076892	2072.233322	1922.41344
Pnrc2	52830	4353.574808	2970.325812	5298.17134	2788.487388	3194.279782	3637.651152	2733.61328	2366.000002	2057.54188	2242.719332
Gm2a	14667	543.6678842	687.511652	499.341344	696.230998	287.9214052	206.727658	487.3735978	856.307798	1532.00202	1305.458198
Sec61a1	53421	10338.15224	3818.55318	9907.6232	4957.18526	17118.23278	16120.66098	3762.494776	4011.15446	2915.849084	2525.37654
Sec61a1	53421	369.45388	277.165372	196.614078	450.514442	1083.98715	728.191524	274.8098558	395.0000564	417.4936884	491.6745296
Sec61a1	53421	1332.95571	461.496116	945.753078	578.665755	2725.235518	1903.05948	420.657736	719.92306	636.30676	752.765962
Napa	108124	337.23243	243.3204064	390.181872	229.4305324	661.960747	789.280818	307.505594	258.5384768	247.262638	234.7660878
Car1	12346	61.02951976	25.7183448	11.67753004	235.8432096	6.3013109	24.8765948	65.8881422	116.4615404	178.315136	8.65497081
Cyp4b1	13120	26.62361492	70.1757096	40.36363744	92.932604	36.192142	15.90212714	23.8389224	54.76923224	30.62605218	78.0389866
MGI:1194899	19062	2898.014418	2540.76188	2728.35336	2757.543918	1334.26218	1241.468252	2317.42507	2019.231118	2040.51892	1777.659006
Rpsa	16785	37.81918962	4.39793248	33.00171784	29.6203574	54.28821004	100.9233978	25.6599588	42.1538484	28.29412052	21.781678
Snrp1c	20630	2457.974084	2874.04937	2635.822058	2750.723264	7425.52778	8491.89294	2401.10982	2295.846448	2181.134608	1872.575106
Th1l	57314	1059.210396	1076.537348	795.468402	809.724798	1635.270722	1485.982826	742.979906	690.61536	720.48953	605.415312
Kifc3	16582	98.1660468	80.9793248	91.2624388	70.742779	155.2707442	130.2084982	93.1208008	125.1538468	61.17436884	79.3372278
9230117N10Rik	77125	15.2915117	0.764857969	15.61235128	6.31086726	20.3580808	23.7744684	37.08277196	31.30769504	33.73529538	47.3859666
Crk	12928	1861.195238	610.930162	1418.18521	557.6974702	1197.57197	1080.557324	481.4138302	491.0769944	526.4726892	588.970773
Phb2	12034	3254.361862	4733.51434	3472.5425	5408.92196	11333.14958	11173.36878	3511.772342	2803.76972	3260.04188	2888.019238
Aqp1	11826	5.87084846	68.1679601	2.7924529	89.370022	29.89083184	8.65957398	46.5190159	94.3077016	55.4222741	69.16764238
Gpd1	14555	82.7380014	140.8294518	42.1406542	52.2173304	39.585153	24.5617026	27.39820992	37.307692	87.214291	71.042886
Glb1	12091	997.225036	622.211832	1022.54532	800.360357	950.205288	780.463792	623.8681	843.846198	702.611352	605.559464
Sipa1	20469	1821.87445	2262.545264	1580.020694	1962.374032	581.659462	473.28513	2698.268882	1740.00011	1803.05033	1926.52451
Taz	66826	3130.118378	2862.576336	2298.31531	2329.52407	1492.764482	1443.472416	2335.966732	1538.538662	1935.737362	1452.520396
Usp14	59025	2071.590114	1155.700254	1595.125352	1135.44712	5158.188204	5218.41636	752.830046	812.923078	1148.943166	1018.90637
Glud1	14661	5190.37628	4393.534364	3906.895638	4033.25456	9299.928244	9092.71226	4108.8204	3071.07696	4486.095562	3807.17716
Imp3	102462	2082.649414	6181.19854	2372.697002	7326.91612	2904.904484	3261.66803	3719.03798	4164.922612	3497.51084	3050.516356
Ptn	19242	9.83025768	11.95090454	17.13550808	12.62173378	19.71179218	9.44680744	7.0357942	4.30769244	4.119748498	6.0584799
Magoh	17149	3281.12189	6832.85734	4144.88874	7131.99161	10235.10798	10519.17622	4541.39887	6340.23083	4858.1925	4641.083308
Surf4	20932	928.959444	793.157604	708.013648	853.39205	1443.4847	1320.033978	914.570514	755.846064	838.951838	750.097448
Mcm4	17217	3887.320418	2698.6098	3628.158062	3407.053758	13656.88056	11786.6275	2731.626824	3300.61534	2814.48751	3008.684156
Gosr1	53334	2144.08858	1741.772484	1523.029224	1839.8213	1156.694518	1043.084982	1293.923892	1131.153936	1697.103124	1397.05636
Reps1	19707	1429.89312	1164.304974	1484.061712	1266.448432	1539.458482	1679.327658	1789.74032	1250.76946	1861.73751	1498.247512
Rpl37a	19981	8035.68886	70681.5736	9508.1749	72386.4485	7110.78506	8768.84016	47555.2712	40519.60724	30107.3514	27008.34462
Rpl37a	19981	604.151281	2882.36697	1003.759902	2502.25894	595.393048	1409.148774	1110.579568	1487.307722	1155.395004	693.191078
Rpl19	19921	23946.37558	81978.6134	22022.9328	82563.132	23907.6536	26696.832	49348.232	48335.24304	32939.7902	28344.886
Spcs1	69019	3432.261488	6319.06424	4081.297432	6338.961656	5691.05362	6471.535764	5479.809224	6804.5405	4487.261432	4635.819244
Fstl1	14314	1.638376576	5.92764753	1.269297062	1.119670098	1.45414847	6.7702119	4.800895484	27.5384636	31.79201912	5.84210538
Nsdhl	18194	1062.077526	976.9147	864.137146	852.47593	2945.29694	2199.059776	1027.143162	1071.615534	1004.441294	785.005912
Sh3bp5l	79566	955.446412	325.638258	816.66548	429.037126	978.80355	938.697918	256.6823274	262.307726	290.7920428	385.578924
Zbtb17	22642	424.475988	625.17568	530.312194	635.056308	989.952094	957.119182	463.2863462	394.076936	486.0525276	305.1598458
Adh1	11522	3200.840696	1843.116298	2667.93458	1314.594312	731.759878	396.608476	280.10739	103.230777	244.930676	137.8304094
Arpc1b	11867	7275.755036	14610.41348	6886.95023	9475.15832	8071.49561	7599.64386	14890.80096	14792.76872	9210.12584	8761.57188
Arpc1b ; LOC434782	11867 ; 434782	34.1328404	264.1627728	45.82161104	282.8693364	20.3580808	34.32340224	300.552591	286.153856	204.976892	150.524362
Pin1	23988	960.634552	1373.97132	892.823468	1439.997154	5123.612	5665.40707	1050.73377	1319.461662	1172.029538	1045.015642
Rfk	54391	786.420644	556.1472516	877.084112	653.378338	2312.581326	2223.148922	567.41609	696.15389	899.193314	1152.121022
Rfk	54391	863.151281	702.426352	928.87131	826.927134	1480.32338	1448.983122	517.751656	684.615292	1305.571566	1116.563282
Vac14	234729	278.1143628	360.439274	246.1166444	369.185704	391.4891116	476.906394	305.1051524	202.9999968	394.407568	160.477584
Olig2	50913	2.184501608	8.98708022	2.284734238	4.37689132	16.64192142	2.36170186	17.29977624	4.538461736	4.042017122	9.59259262
Eif3s2	54709	10159.84554	16534.88412	12106.04332	18641.5879	18256.83526	21050.7948	10406.68216	10241.38614	8332.38372	7215.79254
AA959742	98238	2316.391068	1334.485808	2487.440662	1416.484172	5463.398096	6065.00892	1455.49897	1612.077124	914.817156	988.830476
AA959742	98238	589.815483	530.715716	844.970998	549.656164	2867.257798	2680.059036	570.395922	526.076952	614.153454	519.875271
Eva1	14012	4.91512884	7.4573648	1.142367378	23.51306858	76.2620172	224.6765948	0.74496651	20.4615402	23.7079831	13.27095502
Eva1	14012	37.81918962	4.302325442	33.63636478	38.98487018	49.7641934	80.1404238	4.138702562	29.15384956	5.67437032	4.0389866
Tie1	21846	3.959409664	2.58139528	1.142367378	5.80192634	1.938864676	1.731914796	1.407158766	1.615384702	6.21848714	6.130604
Ass1	11898	2382.745018	4367.624596	1169.14931	4315.81801	1358.821152	1398.285056	3485.03592	4034.692602	5405.10874	4310.75234
Psmb7	19177	7200.52856	5881.9492	5068.17638	6467.21372	18602.59656	18323.34424	6626.726196	8711.2319	5819.49394	4856.0872
Sec13l1	110379	2693.90044	2717.44428	2783.694704	2406.170384	7117.73292	7187.917924	1927.724494	1902.538668	1912.184864	1577.945364
Klhl13	67455	46.0110688	37.286824	50.51801216	7.73590006	28.43668448	60.3021264	22.10067128	71.84615896	53.16807056	6.130604
Rpl35	66489	15884.33088	62256.9326	16557.9773	65375.596	16959.08764	18430.72416	31329.898	34177.92342	22575.4427	19567.29756
Cnbp1	12785	23044.03068	20401.43962	18920.14092	21376.3356	30006.038	28666.81116	15978.4537	14033.15428	13052.60618	10582.5069
Aurkaip1	66077	3841.31003	4652.152968	4016.308338	5749.402324	5289.5459	6116.49294	4328.088468	5128.38537	3388.14254	2917.735048
Coro1a	12721	25484.9488	57936.6387	21787.35676	55674.8694	17822.69502	18944.63196	41734.3572	38685.4758	27698.6958	24666.5273
Dctn3	53598	2618.67167	3821.038396	3120.69359	5490.3523	5411.85754	5602.429	2738.82769	3223.23132	2044.483322	2333.235984
Nadk	192185	3661.77086	1357.909768	3381.660288	1447.02079	6926.434336	7202.40372	1435.219196	839.38459	1345.05878	1030.807124
Nadk	192185	816.457614	555.000037	926.20583	583.449892	2715.056818	2652.82082	543.8255042	462.8461868	799.464402	797.050744
Btg2	12227	6716.388	5260.78728	9159.37442	7361.42084	2232.117796	2267.706468	2206.34219	4145.770228	1763.95169	2055.339122
Mcm6	17219	2819.782358	1579.431284	2420.8027	2195.163898	12021.28742	10434.47434	3657.371782	4355.692836	3088.178878	2861.766184
Stk38	106504	13695.46046	10258.36988	11507.19092	10405.39752	2956.93048	2655.025502	5165.59738	3619.230776	4106.76764	3722.64696
Cdkn2d	12581	2989.354542	4946.71796	2689.51298	5398.5405	1528.95655	1345.382974	1362.377962	2379.30757	1980.899044	1609.247364
Vps16	80743	3252.31332	1894.074844	2879.14575	2154.957404	2622.476084	2548.27621	1556.069336	1016.307786	1279.45371	928.894768
Gja4	14612	24.02952198	37.9560726	9.64665702	24.02200876	22.45851678	10.07659554	6.95301928	42.0769254	24.87394782	64.11891098
Tubb5	22154	12933.20718	11141.87808	11975.05444	11430.6061	24041.92216	24642.00444	7279.31525	7943.15408	5270.24522	5637.19864
Capn2	12334	2778.41288	1666.243052	2473.9865	1465.54632	1300.170232	1242.412788	2014.38952	2676.385084	1771.49155	1576.574958
Tk1	21877	58.7084846	56.8863012	14.59691292	108.4043982	4855.2399	4506.757916	436.881422	921.000078	380.882366	473.7153956
Pex12	103737	946.435432	510.447079	773.255748	516.1678858	1152.170232	1104.174424	252.7091712	197.6923172	348.468479	180.0955168
Snx1	56440	3404.955562	1802.48312	4339.092342	1900.792268	4773.64602	5107.10334	1674.767408	1391.461516	1345.29188	1114.760346
Tmem19	67226	1091.841288	687.798402	844.970998	631.188476	4744.40122	4977.04982	477.9373916	421.307715	716.75845	584.066312
Tmem19	67226	507.623572	401.645989	464.181872	477.48833	4133.013368	3779.82528	295.0067202	283.1538664	538.443314	445.875271
Abcb9	56325	808.265666	660.74156	940.168076	731.653466	251.082999	290.4893606	943.706978	507.1538718	708.36352	513.6725318
Abcb9	56325	347.472328	418.4728416	262.744437	275.540591	226.5240492	161.6978662	397.232666	378.9231124	460.3235638	313.382082
Capn10	23830	191.6900218	139.4909398	175.416815	189.5295696	331.869058	296.3148922	122.8366774	75.2307754	139.760507	162.352818
Pdyn	18610	5.051660616	32.21963848	16.24700118	10.2806054	4.2008727	17.16170112	13.326623	26.38461712	65.8382366	9.88109272
Scoc	56367	595.54978	290.2635644	553.79417	299.7661782	584.083036	699.693606	205.8590756	204.8461562	256.1239678	235.6315992
Ets2	23872	2773.498244	1355.806022	2587.715176	1369.05106	1913.336304	1427.255094	501.4451344	296	622.703784	573.7524362
Atp5j2	57423	1634.553144	11101.2395	2161.739208	12981.6535	3042.72534	3768.33197	8343.45634	10382.76684	8170.6249	7896.07417
Polr2g	67710	6470.7672	5412.32522	7035.71058	5908.90555	13233.39558	14302.313	3924.06978	4482.616378	3399.80272	3193.972978
Perp	64058	21.98154978	3.441860176	42.26758344	63.6176076	2598.72497	3488.86357	39.3176726	4.461538958	7.1512601	41.83235762
Map2k1ip1	56692	3956.95168	1775.234988	3765.49592	1555.933842	5268.70269	5677.6907	1127.134108	1157.230796	975.369802	1046.025372
Tnfaip2	21928	86.9704832	30.68991936	52.9296766	82.3466376	60.4279523	45.65957324	57.3624172	62.6153886	100.5840264	20.12280964
Ctns	83429	244.118082	141.2118838	169.45112	155.4305324	132.6506536	97.9319108	89.9753864	111.0000074	148.9327848	98.0175436
Slc26a6	171429	486.4612	316.5555498	570.1681944	443.694602	266.917038	204.9957398	191.2908288	160.4615482	218.4243718	161.7037048
Rps4x	20102	28228.13398	79161.833	24419.3636	77640.8518	32821.9156	34580.1926	52517.49364	45895.2292	30241.2063	27806.5508
Rplp1	56040	33567.86816	89714.8546	26585.29476	82939.644	36333.83942	36602.4535	63859.9206	57197.9892	32504.80932	30566.6176
Atp5o	28080	4617.76354	6893.18584	4483.663996	7881.76442	9145.95008	9653.5368	4867.69262	7045.84636	4799.42984	4255.1443
Ap1b1	11764	2207.985138	1841.395428	2360.003338	2170.021954	1455.764482	1365.378662	1432.653468	1068.307882	775.833982	670.616046
