NAME	DESCRIPTION	Naive WT 1	Naive WT 2	Naive KO 1	Naive KO 2	Activated WT	Activated KO	Memory WT	Memory KO	WT Foxp3+	KO Foxp3+
Trim28	21849	3554.04832	3821.708318	3983.815308	4494.35374	7259.59536	7206.02454	3287.37119	2068.538576	2165.899414	2244.95502
Calu	12321	3602.10688	1383.245518	2915.32102	1947.207584	6774.3929	5711.69888	1257.42058	1351.230676	1248.361278	1163.588802
Tgfbi	21810	5.46125402	72.9483194	3.80789052	25.95598544	33.44541888	1.259574276	193.0290888	67.538468	53.71218442	38.370369
Hnrph1	59013	14984.18008	8343.73902	13918.72956	9517.50112	22680.51456	20303.71152	6494.61888	5787.15298	8881.01232	8677.11272
Actr1a	54130	3618.35432	2228.604424	3377.344682	2249.722174	3841.69853	3398.016656	2168.76314	1686.46148	1332.854922	1409.24564
Spry1	24063	268.8302266	131.4599418	304.631212	135.072903	5430.43598	3506.969742	432.4117036	201.692328	304.6281558	291.5282836
3010003L21Rik	109163	68.2656808	63.10077458	70.8267616	45.80467836	180.6375594	167.83829	18.7069336	60.6923099	67.5483211	53.5886984
Rps26	27370	19090.76938	54223.6332	15905.05236	47565.93016	23066.6769	23239.6223	34045.79716	32539.8424	19927.61392	18741.61666
Dpysl3	22240	59.254612	49.23772336	64.6072096	75.0178774	32.96070038	67.3872342	35.6756146	37.7692337	8.93907568	5.337232536
Rrm1	20133	1774.361344	474.7855096	1649.324284	537.441576	22905.90672	19931.82378	745.1319	1326.461692	559.663887	704.586634
Rplp2	67186	33478.0329	109699.3464	28073.04108	103505.5316	34313.86882	33775.3242	69729.7745	59518.91262	39340.4794	36870.2558
Lamp1	16783	10622.68446	6379.9655	8762.97122	7115.60468	8848.49376	8926.287	5830.1899	4038.23106	4515.94324	3380.847916
Ghitm	66092	3154.556878	2245.335602	2503.18024	2097.65062	5786.38042	5867.88328	2337.787428	1948.000198	2264.539786	1871.997832
Ghitm	66092	9072.91948	5621.03704	7033.299364	5704.5157	23801.99122	22414.9108	5691.37922	6204.15408	5371.60672	5281.33449
Ela3b	67868	12.6974158	2.39018076	1.90394526	2.03576331	4.03930147	1.889361932	7.0357942	4.153846292	10.96008524	38.586745
Ela3b	67868	103.6272986	72.1834628	72.09605844	165.3039824	86.279486	110.3702082	49.1677867	233.3846262	56.66597138	88.929833
Chgb	12653	19.11439018	3.346253138	5.71183578	9.36451056	31.3449792	27.7106394	12.0850103	47.0000048	18.5777296	4.327485442
Sh2d3c	27387	492.059004	856.162832	576.387776	897.87345	349.1572636	256.165948	1452.436332	914.923198	659.859332	566.9005024
Tfg	21787	3612.893416	1599.222362	3066.748478	1682.863896	5590.716576	5992.11152	1660.778522	1751.461452	1731.926414	1567.27079
Hdgf	15191	2167.708492	2214.74156	2047.883622	2636.924362	5189.210484	6344.477024	1558.63536	1619.38492	1852.564988	1890.822618
Tra1	22027	6040.965876	3777.5372	7433.25782	3962.61342	13498.05658	13315.74648	5111.46416	3992.692718	4373.695408	5665.3993
Papss1	23971	2651.43924	658.829326	1985.688028	1017.16922	1574.842692	1322.238216	760.03143	629.461612	783.451764	845.157922
Suclg1	56451	4372.27964	4421.45264	4530.37472	4427.98906	8198.16548	7886.9829	3155.34668	2485.69256	2805.082258	2697.466056
Sgpl1	20397	1040.778698	659.49873	1130.181872	630.374106	707.03929	585.229814	647.044826	336.0000118	735.724798	556.7309858
Sgpl1	20397	85.468631	66.2558149	54.1989764	46.31362076	185.6462938	153.1957472	98.7494406	73.07692844	110.4558928	132.9980466
Enpp2	18606	27.57933528	54.6873394	30.20926272	88.1485558	15.67248812	41.8808476	102.6398204	58.0000049	43.2184864	53.51656764
Snrpn	20646	2511.767348	501.65118	1915.115264	615.411158	3539.881982	3530.902378	633.387016	614.923128	538.3654956	532.136442
Snrpn	20646	116.8708418	81.1705482	126.5488874	91.3039898	135.7205362	152.4085056	89.8926174	95.1538472	84.0273108	67.869396
Mgst1	56615	25.2583016	50.671833	64.2264204	139.3480014	17.7729278	3.463829518	44.863536	143.3077044	77.1869802	80.0584836
Mgst1	56615	24.9852379	40.34625484	20.9433986	69.1141722	2.42358103	3.148935764	36.00671132	32.5384623	38.943277	42.7699798
Junb	16477	759.114348	987.14483	4135.11482	2242.495334	2645.257798	2900.32714	1315.52797	1213.615244	1559.75202	1212.27281
Kit	16590	24.8487079	4.78036152	5.83876502	31.5543326	12.11790404	12.12340446	85.8366922	89.8461602	76.4873916	56.83431176
Plod3	26433	479.907723	394.666679	446.6655392	337.224216	817.554664	698.433904	341.442956	285.923124	272.9139018	233.179328
Aldh7a1	110695	5.32472328	5.16279056	6.3464842	14.25034428	6.94759841	3.621275988	5.54586118	4.153846292	6.45168038	4.111110848
Slc38a1	105727	3007.103072	599.361742	2583.019062	871.408534	4679.935676	4427.562376	994.61291	839.846202	578.00845	607.074022
Lpl	16956	49.2878184	7.74418584	27.67067052	2.748280672	177.40612	298.5191376	34.599551	61.6153859	54.489493	62.53216302
Reg1	19692	29.21771008	48.5684718	34.6518024	9.66987526	26.3362448	42.3531896	40.1454144	37.153846	28.21638796	8.58284634
Tmsb4x	19241	25644.959	102341.223	22658.8518	94761.514	26553.07812	28518.18808	80158.0432	70589.1476	40999.58604	39132.3026
Ccnd3	12445	3455.06296	3369.198762	3259.047024	2505.31218	2781.462938	2895.28922	3233.31974	2607.923318	1697.957898	2042.06848
Tspyl1	22110	2036.774742	1268.99492	2343.37576	1432.159592	2292.868984	2258.88922	1004.21478	1258.230658	1135.96216	1187.029116
Stip1	20867	913.531258	1066.88131	2404.048138	1291.182784	4191.663992	4405.834422	1066.12984	882.769384	1128.577848	1898.035176
Ciapin1	109006	1244.07394	871.45989	1270.94704	695.41685	3335.008912	3806.7487	441.930664	473.846161	886.989382	582.0467484
Impact	16210	677.87811	665.426278	697.478564	652.564042	770.214089	833.20855	768.557118	651.153898	709.918112	521.6783476
Rps13	68052	6815.1003	43889.363	7592.5517	44696.2035	4848.29204	5782.392116	29414.08092	25936.926	16114.0439	15896.80284
Rps13	68052	1578.166106	826.333284	1988.099762	561.565354	654.690062	627.897807	323.232666	217.230774	408.7100956	355.4307838
Hnrpab	15384	13179.37114	12166.49984	11318.57306	12608.8082	28309.52362	29458.9264	9487.2292	9967.23316	8607.78508	8111.72719
Ddx1	104721	2658.811564	1577.902	2595.8386	1621.180382	14799.51456	13671.26098	1474.454292	1356.69232	1675.416018	1439.321682
Mthfd1	108156	4448.192836	1351.312816	3487.266058	1608.96572	17401.79856	17212.55762	831.879251	841.230742	529.3487362	430.2962804
Mthfd1	108156	2704.14056	703.955932	2432.988502	1074.374328	11916.90746	9510.1026	495.7337922	466.692285	453.094563	365.7446522
Tpi1	21991	1494.608784	1662.6098	1477.461652	1568.759152	23303.54128	20405.89516	1981.77624	2754.769584	2626.7669	2288.518524
Npdc1	18146	35.49815298	61.7622722	29.5746143	62.1925711	58.3275104	83.7617026	80.539158	136.153858	23.7857164	66.2105306
Cstf2t	83410	6195.11128	3088.20907	5299.56846	3248.264484	5995.45558	5374.28922	2475.93714	1985.384702	2114.75202	2379.323702
Tnfrsf19	29820	7.78228807	43.2144682	18.6586634	16.38789792	8.56331996	11.4936171	40.3937362	8.69230788	72.6008413	56.9064366
Marcksl1	17357	459.1549262	152.589147	405.6672822	183.7276588	10118.61052	9069.40707	555.827764	359.6923402	428.531558	326.8694182
Ndn	17984	1.5018448	4.78036152	12.3121792	3.460798256	9.85589646	1.102127806	1.65548101	2.92307733	1.476890964	1.442495172
Tnp1	21958	14.881918	1.147287046	15.61235128	2.137551568	5.493449496	8.34468104	14.73378036	3.38461533	7.9285709	5.62573049
Nup62	18226	3244.66764	856.258366	3757.499702	989.482712	10098.7356	9061.69553	886.179008	906.00013	604.437032	569.0643438
Nup62	18226	2405.95534	1498.643412	2744.21933	1474.401678	6976.19682	6932.06766	1258.496836	1382.53867	1036.777444	1078.2651
Actc1	11464	30.9926208	37.191216	38.3327622	5.90371408	12.44104872	23.14468104	33.35794052	28.15384538	5.985294344	13.12670608
Map1lc3b	67443	10311.93996	2652.431284	9671.15176	3334.580378	6853.24138	6444.61227	2718.87914	2562.615856	2603.603124	2065.292566
Map1lc3b	67443	3238.52416	2628.911938	3364.27088	2594.5806	1632.685532	1762.774572	2491.664582	2348.692808	2796.220684	2549.393758
Map1lc3b	67443	2784.5571	7589.3993	4114.045022	6874.87565	3373.947638	4385.680818	6460.01722	6714.7711	6828.208956	6322.8893
Igf2	16002	22.66420496	17.40051614	6.72727414	9.160935524	21.9738005	7.08510558	3.47650964	27.2307716	25.4180676	38.44249384
Atp9a	11981	203.431698	170.467695	264.9022252	241.4415316	253.3450014	235.0680818	300.1387238	229.384645	359.81723	420.77584
Cox5a	12858	13546.5066	12162.09832	14748.08752	13883.80378	23287.69936	24939.4208	9468.77138	13614.61768	6980.40594	6436.1241
Cops8	108679	2513.405782	1192.70018	2775.57128	1452.82276	4238.035648	4692.702156	1111.076108	1027.846162	938.447576	796.18524
Smoc2	64074	31.6752782	23.7105916	2.7924529	2.748280672	1.2925765	5.98297918	15.56152068	43.9230774	7.38445334	24.08966918
Bcar3	29815	38.7749048	44.5529728	15.4854213	149.93399	7.59388703	45.1872342	49.747203	65.23077578	39.7205878	38.8752451
Pdcd6ip	18571	1441.77123	527.465118	891.427088	614.59701	537.2271018	430.9319182	503.762844	428.0000456	530.359295	449.120874
Spink3	20730	5.59778624	6.59689872	19.29331182	48.9601094	29.89083184	20.15319108	69.116333	38.6923097	18.65546364	46.5925904
Fmod	14264	31.40221302	68.0723484	11.80446002	70.4374106	31.8296977	24.5617026	32.19910644	26.6923106	36.45588392	10.74658858
Zfand2a	100494	1856.690044	508.1523982	2187.633066	591.0839762	1666.13109	1699.795614	406.9172162	320.1538664	346.91385	351.3196916
Zfand2a	100494	482.7749196	460.3488644	678.439178	390.052298	585.860294	528.863792	271.6644414	231.1538444	256.8235268	257.6296532
Rpl10 ; LOC234703	110954 ; 234703	27276.36892	65378.7151	23106.02122	65948.7556	30979.989	30281.4364	40731.04744	38084.23764	24456.92082	23559.19648
Sdc1	20969	24.43911272	14.53229908	38.45969144	69.0123852	496.834076	406.055316	81.780767	54.69230924	38.71008524	46.9532146
Sdc1	20969	17.47601464	16.92248132	49.1217846	112.0687746	117.7860368	64.86808476	114.8076034	70.076927	67.1596694	67.436644
Mcm5	17218	1053.612629	669.537496	849.159546	770.63822	9535.4994	8035.14126	1118.442956	1602.846364	785.628252	987.387957
Pigq	14755	1879.080964	1078.545042	1429.354918	1151.834864	1929.009208	1748.289368	928.062638	815.076922	779.487288	690.017514
Creg1	433375	974.833894	1212.682104	1133.98969	1322.12655	1185.13109	1317.199778	1205.604004	692.769278	1026.283652	895.717386
Creg1	433375	671.32467	613.129146	710.0448	548.4346978	437.214052	547.7574202	557.483181	316.9230856	480.5336224	373.317716
Cpe	12876	30.0368997	13.86304826	11.16981234	24.83631364	19.87336452	3.463829518	75.15884	98.3076976	212.050404	203.8966992
Pbp	23980	5803.1281	7017.09292	5136.5916	6824.99928	12931.74642	11731.04462	5476.329744	4666.99944	4155.73751	3443.23628
Fkbp10	14230	3.14022108	10.89922468	5.33104658	4.173315618	6.62445521	6.6127658	23.09395922	43.3846164	64.827737	28.34502882
Mark2	13728	2303.147362	2590.095978	1726.751224	2602.11232	543.8515818	512.9616582	1889.235022	1307.38464	1955.014658	1643.9396
Mark2	13728	130.1143924	356.32813	119.8216214	417.738658	147.6768716	71.32340224	333.993302	327.307698	325.693314	254.1676224
Try4 ; Trygn16 ; 1810049H19Rik	114228 ; 22074 ; 435889	2.5940959	2.772610022	6.21955496	1.730399128	0.80786022	7.55744758	5.46308774	6.61538503	3.109243496	3.53411346
Prm1	19118	75.9114274	94.3643338	36.68267764	94.8665792	53.3187834	56.52340298	94.4451936	38.76923344	97.1638648	33.53801138
Pctk1	18555	102.8081186	212.439274	163.8662216	214.773049	285.6594176	335.3616878	161.988812	168.7692396	199.3025276	188.3177456
Nnp1	18114	886.225036	909.798402	821.36189	1219.015246	1714.44125	1633.983122	732.053732	738.923004	1646.266678	1262.471746
Slc2a4	20528	53.7933602	35.5658911	26.78216362	17.40577828	59.458519	83.2893606	61.4183424	30.84615482	53.6344526	15.651074
Slc2a4	20528	19.66051536	5.35400508	9.51972556	5.598349676	12.76419266	5.0382974	7.0357942	11.46153884	38.8655474	7.28460144
Mpo	17523	55.29520056	44.0749328	55.7221332	126.9298542	29.7292595	50.2255316	44.6979869	57.0769252	82.783615	46.52046704
Itm2c	64294	7504.58272	6459.5118	7064.52433	7369.56528	4323.507276	3772.2684	10243.20728	8126.00068	8334.0169	7178.7215
Eif3s3	68135	11826.07542	20200.2758	11668.51684	21337.96142	15839.39512	16492.07956	13144.6015	13103.53594	11194.98862	10062.05232
Hnrph2	56258	6034.5483	2571.261202	6317.41626	3160.52298	7800.21642	7244.28698	1896.76726	1987.99964	2865.16826	2729.27281
Scd1	20249	8.328412584	143.7932702	8.2504302	377.735886	4342.5716	1898.493754	118.6152216	238.4615516	20.90966422	123.1169598
Scd1	20249	37.6826574	0.956072526	29.4476858	28.39890008	681.026292	482.102156	34.18568084	33.07692552	24.7184864	2.812865208
Ndufv1	17995	5818.55599	2499.55535	4997.85714	2818.208896	9398.16317	8090.87436	1981.858972	1585.923082	1795.666018	1432.758326
Ndufv1	17995	5647.48168	3512.6098	4597.392524	3471.58716	10709.31848	8537.2394	2392.666864	2350.69214	2028.393058	1798.791482
Kap	16483	144.723243	159.9509112	161.2007046	172.4291538	361.92142	365.434052	195.5122994	149.0000064	128.955878	136.9649128
Kap	16483	5.1881918	13.767441	2.665523216	1.526822464	2.90829694	0.944680744	5.04921684	33.84615478	49.3592432	60.4405508
Cox6c	12864	5374.558284	11918.49254	6365.3949	16492.8425	12174.45632	12879.14944	10392.0346	13438.15062	9447.20482	9022.87698
Marcks	17118	92.4317276	86.8113684	33.38250408	121.636871	1161.864454	1441.582752	567.829972	281.4615678	130.899155	208.729062
Marcks	17118	33.31365004	5.35400508	16.37392894	67.58734796	351.25765	301.35316	126.809841	114.6923188	47.4936958	93.7621884
Marcks	17118	71.67896558	13.95865552	76.7924566	45.90646462	673.432412	666.314796	333.248344	131.6153936	107.3466422	102.8499064
Map2k2	26396	871.889312	1952.873246	1004.64842	2224.275128	929.200832	1016.633941	1580.81871	1342.230648	1045.949596	892.471894
Carhsp1	52502	190.0516396	211.578802	191.917668	137.515828	1311.318628	1063.553234	349.2237378	404.077	311.70169	296.3606242
Carhsp1	52502	56.3874524	76.9638258	76.7924566	145.9642304	291.6375594	273.957435	207.762844	281.230784	195.0273108	168.699798
MGI:1919030	71780	1296.092018	905.591724	1116.219626	853.086652	1653.366904	1519.991376	753.078316	432.076972	875.407568	655.902626
Tubb3	22152	18.84132796	55.83462578	4.442539088	43.7689132	13.89519682	15.58723272	27.6465332	35.230771	15.4684864	46.736846
Rpl7	19989	24777.15952	65275.3556	22023.43896	63440.8068	29328.8862	29270.4595	41175.2095	37676.5487	26538.2574	24280.658
Atp5g2	67942	2553.27269	9900.32162	3187.07714	11528.63242	3205.912582	3617.49777	8056.89504	7815.153024	5928.93846	5094.09858
5031400M07Rik	80517	2362.402122	1798.658948	2352.768432	1884.20095	1045.855838	1151.566022	1611.941926	1515.923226	1651.31925	1526.880924
5031400M07Rik	80517	724.845022	1052.444354	602.027444	951.21043	308.9257724	312.059554	773.440674	880.846124	987.418112	833.690068
Lcp1	18826	16053.77016	13863.6188	13745.8515	16215.26332	18750.60026	19154.66098	22251.985	18439.0758	14409.47906	13472.83072
Acadm	11364	4641.519464	2594.111218	3628.79202	3123.675716	4611.105538	4540.450338	1537.196672	1941.846358	1740.243644	1399.580796
Sf3b3	101943	5464.12226	3228.274272	4626.968104	3898.48687	9913.41666	8643.82826	2416.753864	1895.384792	2286.304814	1823.962804
Clcn4-2	12727	4631.14422	2417.23812	3761.687436	2250.739822	1395.659536	1266.18736	2017.28662	1494.692478	1710.55033	1500.843802
Hdlbp	110611	1941.203002	1116.692412	2135.972556	1376.277826	5770.70796	6342.90112	1409.72479	1247.538694	822.472778	823.376096
Hdlbp	110611	77.2767496	49.3333284	81.869641	93.9504888	217.1528224	310.642528	4.387024362	57.3846172	13.2142873	7.35672517
Vcam1	22329	38.9114348	101.6304974	74.3807892	71.86244784	26.9825349	31.96170038	147.8344546	93.2307722	113.409662	87.9922012
Vdac2	22334	9093.12444	8391.25442	7775.20664	8288.3071	16565.98558	17879.18884	7225.01664	6992.92267	5740.44122	4892.43822
Klhdc3	71765	4744.326924	2904.83448	4698.554816	2765.177536	6431.05288	6052.25428	2595.21478	2258.4615	1895.239234	1455.982412
Pigo	56703	829.701172	783.50127	632.99822	810.844492	446.1004678	449.9829	541.590608	437.8462044	420.913887	391.709528
Sqle	20775	2125.92972	674.508964	1670.902388	644.828082	7850.30258	6809.10112	568.161048	756.615442	456.203821	322.1812962
Cyp2e1	13106	8.05534992	37.66925082	32.4939994	72.26960324	30.21397578	33.37872416	50.90603856	70.384619	21.453784	46.3762218
Casp6	12368	1755.520352	1284.196148	2135.718958	1354.699056	1157.825238	1181.323272	826.085088	673.615488	1069.657642	931.563282
Txnip	56338	15571.672	9499.43698	15312.03486	13895.6127	2798.75104	2225.352864	6391.72854	6056.30726	7052.61958	5764.1375
Txnip	56338	1449.280158	1804.873468	983.705014	2976.28629	409.262032	240.263829	1456.16127	1840.231038	3385.267122	2403.701448
Vdac1	22333	1908.981626	1778.103154	1331.87346	2441.186	7346.19534	6757.77398	1296.489768	1970.69252	1706.353124	1337.76978
Hey1	15213	56.79704536	50.95865404	66.38422044	78.5804668	33.7685606	65.4978662	49.9955285	42.7692324	54.5672226	35.9902552
Prdx1	18477	5968.05893	6724.24865	6312.08678	7524.58788	16248.81714	17471.87212	6048.05071	7176.99952	6815.1521	6721.73857
Cotl1	72042	1515.771082	5055.902444	1865.993028	4102.8782	1166.71175	996.638142	3400.688796	3870.15412	3321.91587	2666.52488
Cotl1	72042	1747.465082	6485.23013	1781.458018	5984.8388	952.144088	796.208402	4819.3536	4064.308216	3647.842876	3448.933984
Cldn11	18417	1.22878221	10.0387586	1.39622645	39.49381258	3.069868836	2.676595836	10.59507802	31.00000156	5.130252316	2.0194933
Ywhah ; LOC545556	22629 ; 545556	8182.05198	5311.0762	7881.573056	5939.23852	11592.1518	11425.75614	4115.19476	4596.077396	5108.87638	6207.34422
Psmc1	19179	2059.711856	1662.22722	2100.6861	1901.911962	6633.50393	6697.94424	1476.275358	1487.692226	1636.239382	1463.411198
Mdk	17242	52.01844578	133.8501196	187.2212876	195.3314952	133.9432412	134.6170186	85.3400412	126.6923142	212.361352	181.970773
Satb1	20230	11971.34408	18691.20934	12950.51134	17872.7871	3254.38458	3530.43011	4781.44377	3388.692656	3421.4122	3278.28658
Satb1	20230	15089.03438	13136.2432	13791.41478	12508.6455	7299.6634	6975.05278	3463.018182	2604.230718	2458.090116	2382.136664
Tspan3	56434	1272.062886	693.821706	1253.303738	816.239462	8539.727724	8070.4067	1219.92404	2582.3077	1705.031484	1163.372426
Ehd1	13660	398.125439	288.6382358	389.547174	443.89825	4878.02117	5140.952864	528.67783	1624.15385	559.042028	452.0779436
Ehd1	13660	150.5940996	179.645989	159.80448	274.5227136	1337.008616	1618.08067	304.8568084	436.923084	418.97061	297.226106
Ehd1	13660	39.1845022	15.96640798	19.5471703	17.60935154	284.85153	216.0170038	24.33557044	54.38461576	19.35504262	35.84600404
Pld3	18807	2714.652852	1959.374442	2599.773328	2018.561122	1063.305852	973.021042	1632.13882	1383.153906	1361.615614	1520.317568
Abce1	24015	3192.9224	2233.384824	2538.34023	1769.791104	7376.24896	7388.34796	1097.252834	1201.153792	1158.271162	1409.389718
Abce1	24015	5114.46523	2200.304826	3779.20442	2613.207436	11335.25192	10778.02156	1538.769468	1376.846294	1596.829942	1530.48724
Tap1	21354	4996.911124	4657.029198	5380.16852	7290.37529	5505.40538	5084.90297	3979.610924	3964.461718	4421.50111	3751.35304
Copg	54161	1442.044142	725.85009	1297.983088	915.68636	613.81224	566.336245	589.1029518	481.923076	448.586113	412.553626
Dr1	13486	4532.978484	1853.346132	4637.37576	1811.42232	5915.96219	5792.31004	1609.541366	1603.53856	1650.775276	1699.908242
Dr1	13486	330.1328404	615.232522	416.456312	549.2489864	794.28825	966.72342	403.3578902	503.461516	718.779464	787.890876
Atp5g1	11951	1494.74524	2839.15282	1700.476932	3277.07002	3119.31016	4585.007736	2430.080376	2162.1542	2110.94324	1821.72719
Fabp5	16592	742.867056	702.52196	657.368936	714.858278	16829.99242	18513.07136	1354.597232	2079.538454	2151.51892	2121.694034
Fabp5	16592	90.1107028	366.5581342	111.0634698	280.9353538	4172.11408	4773.62974	529.00898	991.000082	864.836076	830.228126
Fabp3	14077	7.23616252	32.31524352	8.88507825	22.29160978	29.24454322	31.64680818	37.16554836	25.76923238	38.2436958	32.52826436
Cct3	12462	13027.4114	5754.88491	12937.43258	5693.42014	22202.0979	21430.8736	4174.9579	3816.76904	4784.349084	5833.52138
Fgg	99571	6.553506156	4.302325442	2.284734238	40.20632824	32.79912804	3.621275988	2.317673562	6.07692292	3.18697502	4.976608484
Rpl12	269261	28188.5351	83321.6172	21025.01542	70797.6389	28153.448	28410.487	51290.9466	48725.60784	26140.426	23853.1748
Pdcd6	18570	5858.83308	4453.19272	5234.83548	4833.61636	8675.9339	8593.13197	3445.13882	3591.846558	3545.47098	3195.05434
Hn1	15374	2164.022108	5044.61996	2055.245512	4684.90374	4182.13072	4971.0684	3625.917564	4226.923364	4090.442722	4033.14393
Klf10	21847	378.4649562	254.219637	331.032599	407.254486	143.4759952	152.7233978	338.131974	444.615421	330.357164	433.1091684
Mcm7	17220	1651.346704	1322.247984	1310.802626	1408.64661	9633.8972	7600.27138	1117.284079	1687.230858	1147.932844	1323.20066
Mcm7	17220	1422.11054	1639.185914	1256.349874	1789.334134	7474.80845	5557.87138	1296.572648	1901.307604	1080.38446	1269.32348
1110006I15Rik	68539	234.8339384	348.87078	276.199006	548.2310276	603.14847	720.633978	383.823274	408.3076984	400.859258	352.690068
1110006I15Rik	68539	35.6346852	43.0232522	34.2710132	62.70151424	6.78602681	43.927658	44.7807596	50.4615398	48.03781558	35.7017551
Cd24a	12484	65.94464564	309.9586644	52.8027444	430.8693216	305.8559268	335.204238	188.3109672	263.3076732	332.455878	202.0935708
		2855.68997	645.061922	2517.90402	819.90372	3962.877748	3679.37398	1783.449876	1040.538494	2221.088096	2206.72884
Fkbp1a	14225	2041.144146	4945.38078	1952.43228	4638.38438	5124.58214	5042.54907	4463.673784	3762.61584	4658.42395	4735.27961
Cct2	12461	8130.57832	11986.46894	8253.22296	13240.60392	17944.67218	17991.76282	7836.55042	7583.23177	7807.38702	7033.75217
AL033314	56463	1623.221302	1451.891322	1118.631212	1954.94384	2100.11371	1817.5658	1327.612984	1370.692602	1197.136702	953.77786
Cyr61	16007	40.549817	7.17054228	65.368788	40.71527064	1159.27956	970.659628	13.74049242	8.69230788	44.53991476	7.933723816
Lipf	67717	2.730626936	39.67699958	2.665523216	5.90371408	9.53275178	7.55744758	29.4675622	4.84615418	7.30672337	46.8810942
Sgk	20393	6371.918	3017.9383	7528.07254	2951.755512	93.873366	117.2978736	830.389298	1327.153814	431.0966718	458.208555
Nasp	50927	1539.664202	1743.39782	1537.879988	1740.781106	5868.135324	6041.2342	962.993302	1251.23085	1214.470536	1190.563208
Nasp	50927	3.82287774	3.82428892	2.15780448	8.24484172	35.7074272	18.4212751	1.407158766	6.3076934	14.38025424	20.6998054
Fliih	14248	2914.807978	3640.818944	2921.03308	3845.35376	2014.480688	2049.642528	4029.52348	3004.92355	2415.02774	2411.923958
Smarcb1	20587	825.059041	1247.292126	937.756416	1286.297082	1791.834076	1938.327214	1253.943986	1071.615534	1196.67028	1044.943566
Fuca2	66848	472.944656	280.8940322	338.77533	321.345259	1004.978386	909.570186	728.494406	486.53853	680.69122	526.294364
Fuca2	66848	12.28782136	8.41343629	30.08233496	6.819806996	6.3013109	25.66383048	28.30872664	2.84615396	5.5966385	49.5497044
Phc2	54383	977.701024	1724.467436	1612.641596	2687.9205	1368.030452	1312.319182	1432.32217	1413.846072	1537.98751	1246.82082
Gldc	104174	3.959409664	27.15245222	2.53859368	15.26822612	10.82532828	9.13191524	9.43624172	40.0000044	32.02521236	29.6432752
Scarb1	20778	383.9262376	192.839782	443.8731122	334.0688116	1445.90857	1225.72342	298.31768	277.000019	200.8571344	136.5321608
C2	12263	27.30627232	95.4160218	11.42367156	25.24346682	35.2227087	7.872339484	38.821029	35.384617	69.56932844	15.651074
Prps1	19139	3769.90373	2334.15462	3258.91967	2502.15682	8423.398096	9311.71822	1698.026644	1714.692332	1904.645078	1648.411494
Lrrn1	16979	1.092250804	1.625322828	1.650085966	21.8844566	5.331877896	2.04680855	0.910514574	3.230769404	9.40546364	18.68031136
Rps5	20103	24976.2284	67412.5792	20885.13618	63172.7788	28196.42572	27987.43344	40475.595	36602.0872	25467.9658	22423.65538
Amy2	11723	17.74907612	41.49354196	8.37735944	17.50756528	2.42358103	16.21702082	1.73825482	37.53846396	67.703784	39.59649424
Ndufb11	104130	10045.97656	12375.11324	10617.66652	14132.37052	10981.08126	11906.59852	8432.026496	10335.4616	5902.27626	5302.54104
Ndufb11	104130	4955.81478	9373.046904	5481.45824	11727.82932	4851.20172	5530.3197	9113.83852	10106.84896	7011.34312	6041.746724
Atp5c1	11949	17062.18962	15988.10996	16854.99258	17831.05036	26408.62568	28490.4736	14589.08964	13480.38686	8796.05218	7969.06518
Sec23b	27054	3933.60542	2008.612488	3589.44474	2325.350544	7802.63807	7150.60446	2043.939792	2167.384964	1593.720684	1637.448468
Tbc1d15	66687	6294.914636	2519.346502	6397.3814	3160.828156	5852.62374	6315.81971	1356.749596	1584.84616	1528.42671	1525.29466
Tbc1d15	66687	1749.37628	1498.83448	1506.52826	1731.1116	2133.720736	2198.114648	1033.185558	870.538442	1394.10709	1337.048872
Tbc1d15	66687	211.2140042	224.4857858	186.2058448	162.3521372	122.7947712	138.3957472	45.44295304	117.7692388	261.331925	198.8479678
Ceacam11	66996	9.01106954	6.59689872	12.3121792	19.339752	0.74	1.731914796	23.25950758	1.692307702	1.088235268	1.947368608
Hspa5	14828	13962.78916	9843.7205	15078.48272	12297.0314	28388.04872	27484.54572	14652.41292	12018.4621	9373.20334	9904.9629
Ankrd10	102334	4248.719102	5989.21812	4998.74366	7458.32384	3631.655376	3487.761488	2651.83255	3105.38484	3251.80235	2940.598902
Cd9	12527	1673.055344	1927.441962	1842.25738	2344.89424	1565.79486	1761.514944	1162.975564	1045.38468	1606.468516	1524.789462
Ifrd1	15982	3123.97438	1762.519494	3111.553998	1798.29139	8772.07322	8675.31748	1119.932946	1273.076834	1187.109258	969.71746
Kars	85305	3995.181116	3051.113388	3791.77036	3637.196644	12788.42618	12061.99778	2623.109524	2722.15438	2680.71216	2228.077914
Pfkp	56421	4513.181338	2705.58874	4563.248998	3368.272578	9704.5043	9712.10558	3255.58634	3587.07748	2202.510766	1819.130456
Ddx18	66942	1894.782136	2308.72378	2036.84038	2609.340122	3789.026736	3547.90632	1808.36464	1597.46168	1266.006208	1081.871453
Ddx18	66942	2638.604828	1956.69764	3193.29684	2265.804668	6709.92484	6705.031664	1846.606064	1291.46169	1501.531336	1332
Cd34	12490	9.01106954	3.155038618	13.32761682	3.664373958	36.3537136	5.35319182	4.387024362	1.615384702	44.07353198	35.19688122
Pcnt1	445007	1829.24707	1143.079924	1754.676012	955.383734	7961.62448	7141.78588	720.879251	884.384508	778.554592	647.680264
Rpl28	19943	31075.07678	82705.4118	26928.63996	80949.4954	34222.0844	39635.9688	54392.99478	46797.7036	32636.183	28760.544
