,Treg.KO,Treg.WT,Memory.KO,Memory.WT,Naive.KO,Naive.WT,Activated.KO,Unactivated.KO,Activated.WT,Unactivated.WT
4833420G17Rik,4.06215075885718,4.81623371330504,3.97098499560921,4.04692558145609,4.33819172855457,4.52460114829942,3.29366145484093,3.72888417583544,3.74020483964185,3.57306359057123
4921515E04Rik,3.18331432172485,4.0834617990614,3.08373614720123,3.40045443624162,3.44403599016216,3.34943072717799,3.26340995481724,3.52853897663724,2.87866645693524,2.90280691585085
4921521C08Rik,4.4011923600293,4.31654258976056,5.09611258322355,4.28437809057449,4.96486790365427,4.84717521945264,4.20426965054886,4.77246232238982,3.79386334301029,4.29518638703511
4930403O18Rik,3.9461059487687,3.81198699217935,5.05083415124543,4.51550507987658,4.48686410552675,4.85969391586479,3.90532710689524,4.48521229078821,4.41230479998447,4.21541579943571
4930413E15Rik,3.88508281332653,4.10576968490589,4.59670136196057,4.3998943560665,3.96918355344811,4.4365162961774,4.04163134664326,4.5527596641637,4.51862484035064,4.10526620015085
4930423D22Rik,3.50771160885698,3.59766007307986,3.37420761412262,3.35865479518332,3.18026471402183,3.10025601693738,3.47238121377135,3.14662335409862,2.95492683009587,3.24166601063158
4930430A15Rik,3.11808731933378,3.07621471433115,3.4320962498971,3.38005826595821,3.40527903077962,3.38915983114581,3.63108697921811,3.45428288480513,3.21992368378841,3.53463922712459
4930430J20Rik,3.92113832392543,4.06568263638761,4.11956217109766,4.26475544102291,4.09870455872181,3.92074468127702,4.03051251159837,3.79076004956485,3.50379768409694,3.65205086729417
4930435N07Rik,3.80727885551379,3.7666556737515,3.94939542420893,3.87441552493098,3.7965822527939,3.76285953271602,3.78630150765707,3.52197860482519,3.39176254595489,3.59184503194197
4930440C22Rik,3.20082402751784,3.28171037665539,2.98755083990115,3.22701849703206,3.30032962056359,3.07738317451876,2.86262078064729,3.00113644340417,3.18788169329106,3.18788169329106
4930442E04Rik,3.94380766385977,3.9421630702783,4.36878165138482,3.93106719718488,4.09134397965565,4.29866845671325,4.05286172956916,3.77293643194814,3.4957525174708,3.70134191410416
4930447C04Rik,3.32944054161157,3.22505468688486,3.49244771916998,3.34068971778545,3.50969347679522,3.54984832595247,3.30684218421362,3.06511542655687,2.98328068488038,3.15117309049682
4930449C09Rik,4.18308239181194,4.4344637327242,4.47770187064897,4.08683977076007,4.45047156182073,4.18817761184281,3.95721012076331,4.4115906448354,4.42981794303413,4.34554947502366
4930477O15Rik,4.71115472581078,4.86099810259385,4.50650023310582,4.74986983516558,4.48922971786107,4.55994924124282,4.46239602468902,4.55660238856172,3.95053866398446,4.15871759737662
4930480K15Rik,2.6270365938739,2.83279367149952,2.91401463636095,2.72421016994715,2.90517986239673,3.02847326059557,2.56642345248618,2.76250983110206,2.85431869019423,2.73202633300857
4930480K23Rik,4.52340261271416,4.4322431664901,4.77932782207869,4.17689677832699,4.31171002468429,4.4281460011436,4.3784750988847,4.38779087802366,3.95636346030986,4.27046189091446
4930488L21Rik,3.07347141531402,3.16676587386005,3.81899043021789,3.17729405335831,3.34817209872175,3.34482256579193,3.84878632584494,3.93554690670334,3.35413937994286,3.61249620709655
4930519G04Rik,3.08733346061312,2.74200469646675,3.18320425997628,3.37258708023106,3.56284617299693,2.94843772352245,3.2636891003281,3.14645371679733,2.91842571389044,3.13107553743218
4930519H02Rik,3.07111691679589,3.21739395172928,3.56683473752856,3.80108902440378,3.51725808697492,4.10389879719272,3.25306008025868,3.55456787305212,3.70331715763135,3.48926181968352
4930523C07Rik,4.51439759785226,4.36979115869786,4.62431058317959,4.04688346578067,4.79011763738225,4.79011763738225,5.06274809596897,4.34152136569292,4.4365162961774,4.49039270169467
4930529I22Rik,4.17296465599263,3.75617059874478,3.89706046497123,3.69976454273455,3.51259392874647,3.96150257742828,4.2318788619167,4.07724149443178,3.81035825561199,3.68734873162745
4930545H06Rik,3.63978028193296,3.65637974271846,4.08074653301369,3.87003941867344,3.84089846493337,3.98173693134844,3.70850331259688,3.57792505899498,3.33901077161163,3.40896443446239
4930549C01Rik,4.32845428867287,4.55989113626808,4.50599691159925,4.49004521367431,4.97578133731677,5.07419314860379,5.28480640712058,4.54773648031922,4.78972495172199,4.84588731512238
4930550L24Rik,3.47445287853571,3.43389915048561,3.95265035361378,4.00684775878795,3.44958401779093,3.9950132336726,4.28750664865271,4.06674298021153,3.79295633963474,3.9162441619584
4930560O18Rik,3.33192750933439,3.47445287853571,3.55685749671845,3.28513468802526,3.37481528959565,3.21903873258679,2.96028890323401,3.10764353942817,3.29458793212546,3.43272523188878
4931423N10Rik,3.5226456756617,3.87564100254825,3.56163421681533,3.65112417868454,3.62720102472643,3.60084660708957,3.7452276749018,3.45981793628963,3.38999959465584,3.60139118602009
4931428A05Rik,4.54690295713221,5.02383585160397,4.76580655987168,4.46911063251952,4.57909348937523,4.83683128377379,3.80048359953229,4.36950874018437,4.5848374328147,4.1852894803256
4932412D23Rik,3.87239391288393,3.69462055413181,3.58917001131206,3.3435331084403,3.12982775589505,3.65021219704029,3.29416768201333,3.25026210741744,2.89890798952185,3.34447492541251
4932416H05Rik,4.18230441730091,3.77006798963379,4.51568012696944,4.07455568282518,4.07468661227359,3.61771179201955,4.24069617615426,3.85940575909789,3.80988856665912,3.7083868923977
4932442L08Rik,3.66282153960191,3.69696722753601,3.71607487163789,3.82896934472745,3.99591502506471,3.96764717535799,3.84006930184229,3.68202896968336,4.30049556577709,3.99941640413533
4933406K04Rik,5.06669389606965,5.1319418437807,4.8814685920945,4.68744504028515,5.16513363650747,4.92041489495011,4.91703573200777,4.56134257262863,4.3330216034102,4.63962521974087
4933406P04Rik,4.19692100329913,4.11027621836382,3.36981171585281,4.14812553788952,3.89534868966348,3.47136304810222,3.20517948475703,3.69786290969468,3.79003465714077,3.76424719135208
4933407E14Rik,3.86242876662473,4.04325552289711,3.71596903515718,3.69040104740398,3.86492810309127,3.72930126576483,4.30156045671311,3.74052092967081,3.80982584229214,3.86925962190149
4933412O06Rik,3.42818971575274,3.21986658139306,3.52117926264466,3.54859361380652,3.45959921128052,3.47683470661725,3.90069886595193,3.6108510281453,3.46004227125504,3.6445386749389
4933415F23Rik,3.43973483279522,3.47836904965506,3.4783815797145,3.52289588367175,3.78171340805694,3.35358392165653,3.33602574788204,3.90422804890218,3.73412183550275,3.50818805526931
4933424N20Rik,3.33682286956271,3.32994826056586,3.57385655593727,3.37680412052355,3.44465823635143,3.4222929920215,3.52786635894337,3.77759682100718,3.99438190165794,3.65783869675956
4933426D04Rik,4.09803361431281,3.86664387640619,3.94203308958236,3.89178055697366,3.69529197730376,3.66293445618246,3.49409920849521,3.96598773405716,3.94203308958236,3.49260868587637
4933427G17Rik,3.6964991389564,3.97205779621736,4.09796382169388,3.52943098894258,4.27358812034558,4.28407075647306,4.24971464839952,4.52350128897631,3.8503911088469,5.09801372097073
4933431J24Rik,3.78946092936312,4.50356534385444,3.84649483830483,3.46111406830515,3.78305998752048,3.67818995300367,3.3653619839764,3.27073302271019,3.7452276749018,3.25811320855794
4933434I20Rik,4.71633304050987,4.83856588739711,5.05542114256163,4.85728708749725,5.01355334197893,5.19818594973618,4.86611120886571,4.70728242668226,4.40214036292277,4.75572608303135
5430404G13Rik,3.23087549121049,3.51589402503444,2.9381749512219,2.87767937100627,3.52564617849543,3.11045038093547,3.43730482289779,3.20850727830764,3.06716631996015,2.89121809605956
5430434F05Rik,5.70217752313014,5.56074078574629,5.66193314085224,5.65275192405856,5.60261078921254,6.20731384409206,5.56125781967491,5.75010364733938,4.88656451209156,5.96060445587368
5430435K18Rik,3.50835850365986,3.62739665700142,3.543650272986,3.89796060954161,3.6277949137014,4.08945462991535,4.81194981016152,3.72097387999009,4.25220575075807,3.82948891537344
5730408A14Rik,4.80788383738709,4.95829996508974,4.99738867639566,4.68397832928219,4.77841916835002,4.85438914959196,4.53274254835684,4.9431980884027,4.05240063108126,4.61397021694563
5730420D15Rik,3.7452276749018,3.24308398426856,3.4939703275048,3.40133647547799,3.44087658792434,3.26095082865074,3.64526246187197,3.3988086228391,3.10306274906475,3.17071873929763
5730458M16Rik,6.21989439605701,5.64906830552707,5.46192907545286,6.17529645944495,6.62125864757404,6.8184267071173,5.39398105189172,7.203311403826,4.81642645131165,7.42230004567257
5830406C21Rik,4.04422678873347,3.8476587959815,3.75263349642535,3.56622941099991,4.0735970885696,3.80048359953229,3.13033479026828,4.10545639482966,3.48578401645628,4.20005335313261
5830416I19Rik,5.33383247815933,5.27966991059207,4.17685560393455,5.07582769825412,4.53548991076708,5.19818594973618,4.22408385883331,4.62765201497167,3.78915080194243,4.59689120737684
5830434F19Rik,4.24074066850935,3.96330878207113,3.93746283180206,4.23688584520046,3.85181376416897,4.0679514612028,4.16342194466575,3.87688761973783,3.65779630105246,3.74223869747119
5830438M01Rik,4.21890730258512,3.38024083123697,3.60911761936664,3.54526727523936,3.25075993422578,3.68777755784905,3.56543171975213,3.87846382574212,4.06968170919286,3.78279303571056
5830487K18Rik,4.43523554471139,4.43734590917484,4.45178632610751,4.24545200792175,4.20243480328052,3.97357152604522,4.34356909590989,4.00878637739337,3.93285505895504,4.05216553847286
5930405F01Rik,8.34770681039953,7.99294528988752,6.35170370943014,7.29982646673242,7.0757073111774,7.4380146808252,4.63597327834032,6.83669792468308,5.41112346531348,7.34407849769744
6030440G07Rik,3.69305728353604,3.58358032437308,3.45038564000917,3.76541195435686,3.69786290969468,3.72236197493013,3.1636992823518,3.66924778812771,3.64658613840187,3.6271216715482
6030458E02Rik,4.23552853742108,3.94373014385925,3.93329784245465,3.55989217415398,3.94409250564419,3.7056287094234,3.92122949145131,3.74486345505281,3.47517537527412,3.70975797760053
6030460B20Rik,3.51084903445842,3.73118050253533,3.67673744030042,4.11336253742533,3.6871165500091,3.64958345470863,3.53736675351563,3.87628799511771,4.09996597597975,4.09876989191208
6330509M05Rik,8.49336717473443,8.4584530419128,7.30121367734913,7.991638222435,5.94410624657127,5.53146521218403,4.96803406108914,6.25648972807907,5.52386491661206,6.56943230696729
6430411K18Rik,5.41593447839592,5.33997755097914,5.10976517592188,4.91447796063439,5.03342902671492,4.99092065908011,5.00003235778805,5.01772101600198,4.49574673598242,4.8531569738082
6430553K19Rik,2.84122985932956,2.76359863945951,2.93520819157215,2.88541122145766,2.68873460737987,3.03104498525616,3.13419048277142,2.69909206182154,2.77599992414974,2.77016739002756
6430598H11Rik,4.48244949628981,4.9454030439153,4.54456340331133,4.72790567382183,4.73482428714781,4.59632522729598,4.55516983895389,4.83114872918942,5.11402747632775,4.86175664712254
6720468P15Rik,3.28468461503137,3.27692197235017,3.35512418493952,3.38924713497845,3.25116624904716,3.3216443217338,3.53028723024702,3.3216058189553,3.10626976350683,3.24153239247502
8430422H06Rik,4.0063449843333,3.88610622043869,3.72162123547383,4.01154037313439,3.84089846493337,3.68307561381973,3.98490164957028,3.86350234268603,3.49466401079568,3.80383828534236
8430432A02Rik,3.02890861730214,3.3038649197998,3.51357665314358,3.90789386925579,3.97949451919767,3.50956890797919,3.16919242830349,3.40089521314875,3.63121948363003,3.36365215956696
8430434A19Rik,3.53076234674286,3.44083309511072,3.49720741901631,3.23257878363087,3.61765766019475,3.4183070622302,3.30816722966148,3.26348160663864,3.00204899619456,3.03541400610493
9030407C09Rik,4.00767734642363,4.13296472524163,4.19675552820773,4.1871868085365,4.35486077122703,4.20693129627506,3.75484049713434,4.07756611672585,4.22816410138612,4.06436747706652
9030409K20Rik,3.88020115154504,3.84209027069359,4.0225569833775,3.96101804975003,3.95369618320361,3.95731110323071,4.11119689808274,3.9755797922089,3.7169275010154,3.97050793296384
9030613N10Rik,3.60103207223809,3.44936066288463,4.08778210228934,3.85194052701829,3.17957586324839,3.5059618652795,4.10573356660365,3.63605715638681,3.66661951774039,3.76286728427852
9130001E16Rik,4.58953822550046,4.56572873009213,4.26218902980919,4.2189450226199,3.92477171176903,4.4365162961774,4.23495426820448,3.96352425222804,3.84843487781477,3.73692940353532
9130009M17Rik,4.58340660051119,4.62181834044379,4.81033611883612,4.55793665801009,4.72661803790776,4.36394113318795,4.20957971590763,4.12949488651062,3.80574921949988,4.23236052963316
9330154F10Rik,3.36695182936151,3.27034539583822,3.42256645327988,3.41465568335365,3.1352641634649,3.37539067217385,3.37692470873765,3.18107819330938,2.90153393123378,3.11777635615588
9330179C17Rik,5.2341213177268,5.24757119585126,5.49642092170269,5.35037253337472,5.15275746420625,5.23769597334165,5.14833624258253,5.1882764172674,4.56965538208963,4.74128961910264
9430020K01Rik,3.73542811901991,3.84646720723011,4.46296784074342,4.0667826632242,4.41774078888785,4.32432582323187,3.76850893681096,3.95865655839303,4.20422504489789,3.92086591481197
9930013L23Rik,5.80341008436043,5.68562601326012,5.67598170035612,5.93487646230253,6.14663167003448,5.81256503793951,5.2110286809674,4.86865791787914,4.606261887442,4.77930433707494
A330076H08Rik,3.27167714913586,2.95838587911706,3.21375408601185,2.94934012872035,3.21814538281332,3.18478593461811,2.87277784831031,2.79973654529829,2.58574941423555,2.88400751274406
A430035B10Rik,4.08075200904699,4.22751338145426,4.56547425907786,4.83310560676949,4.8503507492949,4.91737824176873,3.58469147406673,4.85491346888213,4.2787531806254,5.19545805051564
A530079E22Rik,4.7766973504023,4.56590561003553,4.85202143490435,4.5097593609457,5.11222911884209,4.84848599312541,5.04507010021519,4.73533383964942,4.41115754465335,4.80388383001734
A930007A09Rik,3.20627363305475,3.36976296819027,3.25306008025868,3.18016041260152,3.34959424642269,3.25535814895897,3.83122538921569,3.05988323338434,3.44707600285225,3.20103046341706
A930010G16Rik,3.26980980563311,3.37673878436541,3.25738085371363,3.48529525001027,3.18829595972742,3.33241937136316,3.27532225760886,3.10734216124284,2.94086511245843,3.17489802450417
A930017K11Rik,5.01674588708678,4.71897500215808,5.05719404897283,4.78265051098998,4.50149356114742,4.90194926795265,4.88965420026028,4.75676897678628,4.31928043800085,4.50063272996877
AA407175,4.45990269657484,4.18613680434531,4.10585190111452,4.04007676947475,4.34904786408563,4.26224479617453,5.16740483446319,4.73920976227292,5.81582409158534,4.38500444913069
AA409749,5.04371178808917,4.94178251255078,4.56738977637335,4.48498925187438,5.11460200957462,4.8963021514691,3.55283935108698,4.30148218529036,4.07895404817781,4.10653685467691
AA414993,3.17881606374699,3.47641232569756,3.14140924244887,2.95636553332418,3.32341860840601,3.33304496006082,4.16454397517063,3.31982071703416,3.43649324779367,3.45882897476428
AA467197,3.92482904010448,3.74024082332535,6.37164663128285,4.21646795746622,3.72975849683776,3.7898084803153,4.86454222221285,3.63529156827903,3.94450770486498,3.47778143170085
AA987161,4.46971919215836,4.39372768947394,4.0284164142986,3.64850848065455,4.33057612207726,3.99134477471906,3.8576318773707,4.15192044362727,4.29210344548089,4.30335070459628
Abcb7,6.423598126541,5.46640066945166,5.65436874569035,4.77375918501034,6.28037015625321,6.72505564016483,4.20447567806729,4.37321880085783,4.67206740737801,4.41047356872192
Abcb9,7.49712875051199,7.6683254564791,6.90803482955779,7.2596669716231,7.19094427296131,6.96988550562319,5.45966990871851,6.17088473048573,4.93281877644096,6.16745426396786
Abcc2,3.309006589422,3.33385614025664,3.37368559593954,3.44641300222298,3.5084497540318,3.29478523915343,3.21392902447936,3.33844641785121,3.66416209309741,3.32670629678338
Abi2,5.47352464329141,5.31906148267888,5.81239558941717,5.92688342177573,4.83072663895057,4.42014180433655,6.76577941052323,5.35072423711509,6.13803502963483,5.34581206538637
Ackr4,5.17958804386297,4.96838078731038,4.86588826452059,4.8139867345757,5.58558473665753,6.06354667395713,4.50854444086615,4.28665093037446,5.09785043307763,4.4839590608971
Adamts20,3.03716427744329,3.05025144413506,3.08849583369464,3.15927807935316,2.75700864126813,2.97514640284116,5.78902150950145,2.9127569280015,6.82840172335122,2.84271284967306
Adamts5,3.3612627263957,3.44373484088259,3.97590960380935,3.35494053678318,3.67903091841722,3.57311748307472,4.02945677577984,3.51699750978614,3.53981552079357,3.70885071423407
Adamts7,5.1469335391053,5.2096499562354,4.60654929504341,4.35677321332895,4.49150377335859,4.44359232515916,4.68209497592469,4.3458727444662,4.2309367922443,4.41003739743261
Adap1,7.77646829772655,8.40551465070615,7.92659308272588,7.74623972170629,7.06194779598666,6.78968088818587,6.91602539632224,6.534476110038,6.28206707371899,6.1910834827497
Add1,6.78236830564685,6.6700541536095,6.40728262389438,6.5208975617353,6.59974202769501,6.69402582115551,5.85606216730998,6.9640867476656,6.64619819910425,7.77462698153627
Adm,4.68034606420491,4.91367375240496,4.55106977003898,4.3551121175473,4.65474851113182,4.62533578795569,7.27000612525061,4.39169837502635,6.33141897464054,4.4444902950766
Adora2b,2.90403058709036,2.97279955553344,2.68979568327437,2.81928541213464,2.70727266314946,2.74689785001301,3.47441739828754,2.54797334690412,4.00947503403856,2.75026673859892
Adtrp,4.18316162710889,4.23450654045157,3.88180975430738,3.78122169146473,3.41541598579096,3.74057833239564,3.68123865232904,3.52346510502981,4.10546085507973,3.47158655432403
AF529169,3.11922307719768,2.86415229690188,3.46411703945024,2.90176001730567,3.27381812708575,2.93743660920904,3.21906251482465,2.76052091582137,2.90983369491144,2.99655031845108
Aftph,3.39224380075471,3.45912302982537,3.50212188764988,3.58984179861842,3.45690974383902,3.47928844547041,3.34705543013853,3.34581399131733,3.85378753927098,3.56389906920279
Ago3,4.51202079993443,4.67162100221009,4.47903238844467,4.91890786739734,4.24874725296956,4.17353417236187,4.69140653634797,4.94836263885709,5.30199221205919,5.66320677189279
Agps,3.38938775299102,3.41158580430486,3.37295181092912,3.43966517134009,3.35897351560118,4.32994601805253,3.6076666666373,3.42980651950214,3.12688994714725,3.21725283022441
Ahdc1,6.86519199386635,6.74595551775265,6.01135339708526,6.73689944946492,6.85188894983451,6.6374230207006,5.2384622920055,6.06165095534268,5.91914373623863,6.24238156178891
AI314180,3.95240823990228,3.54207140705425,4.24459822171984,3.47723099318389,3.35897351560118,3.89832125035038,3.85259657658198,4.14152454316948,4.337980887352,3.8767866605825
AI597468,4.73155474626335,4.93794211015556,4.81313732874105,4.71231608530559,4.70443394428712,5.12019466704699,4.5891102533528,4.462078444821,5.14874973874505,4.26140863707256
AI844685,4.14495087344841,4.69475520164815,3.89177392542676,4.45086325580862,4.24007525983362,4.26345994658044,5.24898226890216,4.05660540335951,4.75139350910133,4.10805172990734
Ajuba,3.85173599829409,3.89798355727035,4.90582560531647,5.05625418899934,4.36905630405687,4.21307872522362,7.11459793808233,4.16845434990947,6.27411942624924,4.11816694409467
Ak7,5.41593447839592,5.48079618220471,5.42204389781331,5.30628373438494,5.15696699698496,4.76590890179724,6.61475299963587,5.75233231540301,7.52012389861643,5.54125434362925
Akap13,3.90886915746682,4.06801904566043,3.65909481024387,3.53292230477681,3.58581927956422,3.87722042312802,3.65418138970392,4.12174101057147,4.0947058200874,4.51938149779157
Alcam,4.32714663731575,4.63952732197264,4.93244516494916,5.8623277916625,4.18047407960246,3.74820277257487,6.44540784683859,4.32503254607079,5.81815479206707,3.95360094240277
Aldoc,7.34500593983754,7.96818226229385,7.33291069778262,7.4910296857753,6.22535340997253,6.86769169929603,6.7102476103254,6.63593245845983,7.59934781348074,6.62273141481461
Alox8,5.32654047500352,5.50720002069293,5.08110513233032,5.54725966876885,4.70737294783208,4.48961602936197,4.48875381895463,4.05658247832588,3.8239296424512,3.77561935680998
Amigo1,4.5362172782616,4.6563353238783,5.01071775646326,4.78179218390422,4.7877029170817,5.03614262857541,4.28368493619475,4.67107102769799,4.8497054415312,4.70370854245212
Ang,4.21477486761644,4.44887262363347,4.50089098523295,4.66096046737664,3.91190399302549,3.93620837589459,3.68613348223189,4.03420874833314,4.13320687072946,3.83495400795739
Angpt1,4.18126293033522,3.99046041580563,4.3718085734867,4.16965362048728,4.2697243296573,4.42696462623054,3.81875360947961,4.34034116734359,4.27398378887727,4.30661362472545
Ank3,3.37876158220706,3.68613348223189,3.29209869764577,3.45061040385578,3.31187646864233,3.46519252262213,3.35283541555444,3.26961912125478,3.04039917848302,3.41665766641955
Ankrd12,4.37890425664841,4.45920628117047,4.21379290490527,4.01154037313439,4.60928235687774,3.88026008494229,4.63632538532675,4.8691731133632,5.17912884789624,5.11447188401914
Ankrd17,3.31277212478966,3.24603063601382,3.35897351560118,3.65306691962162,3.28668885315207,3.55049109626058,3.63993233074424,3.87532656202531,3.25903722672946,4.53791966902555
Ankrd27,4.67789450093942,5.04013705442214,5.25737061875849,4.96361003321647,5.02430028358568,5.38569060351845,6.88298860335767,5.08790361451492,6.20280245314822,4.92314826987041
Ankrd33b,4.31950638023278,4.30560006137315,4.3500716395499,4.37352206542593,4.18176585155473,4.23852443825077,5.43616905486258,4.15008734107998,4.88871607937763,4.21341200528817
Ankrd34a,5.4931720367001,5.40642984952227,5.44373170991599,5.46326611468804,5.35874118087971,5.42010269420355,6.01781334485214,5.8337427978053,5.46394594041711,5.5653898910407
Ap2b1,4.63152663315506,4.10177605633296,4.57479019518122,4.73721296815371,4.49882021393929,5.0325871452245,4.8589147240805,4.88276967650655,5.46760716112874,4.74518171681718
Ap3m2,5.70512112767033,5.4091855727776,5.66267918017453,5.15204501308668,4.9197803036184,4.85529780332062,4.5268578715274,5.20269741635381,5.08599484760566,5.38999273484383
Apbb2,3.43852105233923,3.04071829172972,3.65532158312422,3.92663960147792,3.95369618320361,4.09657202280193,4.25882231872416,4.10778190902087,3.80792844508819,4.15644751242721
Apc,3.07404495312932,3.33172957462338,3.1221976832051,3.06278935584158,3.12982775589505,3.02424076468816,3.27766774067031,3.10414629109903,2.79758031011097,3.22708649310636
Apol7a,3.53388882189523,3.57349577320677,3.52982195679658,3.42637192434672,3.63662025225199,3.43695629957881,3.02137698159497,3.33311897102722,3.39314075353181,3.1879354757835
Aqp3,6.55023478667435,6.23331529985888,6.98806013643761,6.7083015046249,7.29224722123795,7.05724157645974,4.89130933335796,6.63836682509348,5.5193673507241,7.072919124439
Areg,5.27513108604649,5.18754545799526,4.388838990452,4.66910191405218,3.74885237830941,4.02354392175949,4.44712044608675,3.66003308217393,4.97373488198987,3.60966855520749
Arf6,6.99236463646679,7.36668591678014,6.93976815031571,6.48447172771842,7.44620866161935,7.32699279321128,4.28260066624783,5.32548519321208,5.54896752258207,5.78703265189914
Arg2,3.04170611056194,3.20968458676085,3.37810683922154,3.00876135769275,3.6268401497717,3.33674370993367,5.38703002178832,3.10414629109903,4.25268953894355,3.01508115295773
Arid4a,5.0106082553652,5.20441021586883,4.58355979647919,4.42619143717369,4.4287830676217,4.65410596269425,3.76083520003217,4.11704406712632,4.28014166491523,4.46296784074342
Arid4b,6.23786837379812,6.12139127322011,4.87460299027827,4.75587596245514,4.95266815121812,4.88353347575247,5.00507519676628,5.7471693504393,4.51585526884437,6.08831477637175
Armc9,5.02422922215284,4.56828498579217,5.42970752647326,4.95751242723989,5.01755887844741,4.52055892603,4.50083559488669,4.69481947416957,5.29926564657739,4.52568845632597
Arnt,3.88944331154037,3.76946048253612,4.79085072120714,3.8703138880606,4.15820040189539,4.39760544703491,4.89246504978841,4.87977836147308,4.41452920430515,4.73690364694697
Arpc5,3.46355552667825,3.5455550171573,3.67648916932789,3.52906148281723,3.66112463840911,3.40576820125502,3.68882616494306,3.51439305322057,3.27415806658982,3.59738165929618
Arsb,7.97220124506933,8.16835363004543,9.97620144345409,10.6776126987393,8.70915456471847,9.47439963612628,6.81715649450873,8.90847126488644,7.58208786920065,9.71315684696837
Art5,5.37196265281345,5.21577317463601,5.50788735790705,5.63948294847903,5.53444495404221,5.49962839180739,4.855105582973,5.09179863897764,4.35044147395221,5.29518779327679
Asap2,3.28798613412805,3.05451395616047,3.20818364742524,3.29016149916951,3.19639928310986,2.96092052038074,3.49380996534497,3.41997041290093,3.16330717257843,3.20182724095344
Asgr1,4.34826665220329,4.07043787079795,3.54263236655105,3.79215440647676,4.12707603386805,4.04378251622482,3.25303916890739,3.61084132891353,3.6379623838234,3.47777401772876
Atg13,5.17050691029351,5.03813503318195,5.03684918468139,4.97089375589388,5.0852394745583,4.76402869462608,4.75009486085608,5.52673120572016,5.40056810486775,4.96406390613324
Atmin,3.31867399748737,3.05738049116263,3.35897351560118,3.37763973329173,3.42757167189256,3.28345914613922,3.77175091193812,3.50263655674734,3.16039992172508,3.52022206219838
Atp2c1,2.77225752388652,2.68335482390803,2.83505329267578,3.02725213182019,2.8387581496772,3.13231501018905,3.24322463796338,3.15490161146391,2.91961216008068,3.78519630232688
Atp8a2,5.91792556975259,6.3156619390062,8.08153125211542,8.3386050275892,6.1272695474037,6.12448413789286,5.14579649962289,6.30754847310114,5.73675133201971,5.74178838382094
AU015696,4.50140863377241,4.23639118410871,4.54243655569089,4.77731936453083,4.25884051614681,4.72102138002996,4.75043410320609,4.10862332839945,4.2114077359279,4.06997992978522
AU015741,4.28140812196071,4.51935207899635,4.48378566073571,4.55654200478846,4.09469330576081,4.4369998240993,4.82742691348559,4.4164728342108,4.36017372098778,4.62689735532999
AU022138,3.60259008727722,3.61406535213873,3.53337758807382,3.00661903023169,3.37353627855145,3.41862812422616,3.56239680350371,3.4993443118009,2.9815522212053,3.27237697863961
AU022852,3.84579778205464,3.94763008053964,3.83584323433818,3.84994463198951,3.70959584580221,3.67587678952028,4.46271270305207,4.29675884461098,3.99399685277973,3.81244339468657
AW061096,4.43882209186255,4.32127731780081,4.94330024649578,4.60825699859163,4.87145423516837,4.73400466856175,3.97216466991641,4.33631810479435,4.51916333397246,4.06136099678592
Axin2,5.38901412569456,5.39435066135822,5.29715094136645,5.19415918861359,4.66393249902412,4.69385126833078,3.73631729484821,4.73543000044823,4.17082831593779,4.43691165897992
B230117O15Rik,3.83910300918555,3.70529722394923,3.71018152742594,4.21565112289162,4.47526565923313,4.64558778766551,4.94809276288341,4.68414564522597,4.46367623760968,4.98020923595002
B3gat1,3.87428539420314,3.47703911166151,3.47226561775157,3.62498334935157,3.47318520780681,3.54697251629761,3.43076668289597,3.30638861435831,3.1009409899932,3.30426740624763
B3gnt4,4.88682815189739,5.04212104265821,5.07237492137325,4.65426394526388,4.64098287870938,5.41593359882265,3.98723529695439,4.32120795857976,4.52076419500301,4.16981176199512
B3gnt5,8.77287710520813,8.37270655826995,8.25945442772258,7.96942738911711,8.1525185201041,7.44252083119686,5.8830244183001,8.8827861896135,5.08599484760566,8.40203361677714
B430316J06Rik,2.54091602911573,2.70970782339872,2.67380866957495,2.57632460024958,2.85717291614996,2.67996501013951,3.35140643677914,2.70714626703744,2.75344990021778,2.80254524370756
B4galnt2,2.87149345522435,2.89391622841973,2.9840778988358,3.15516508608921,2.99775676947631,2.71110554584571,3.3620735329627,3.2902602272368,2.91902896274051,3.04350154652935
B4galt4,4.67685369138216,5.31402835921089,4.65005488065871,4.97920148805276,3.95369618320361,3.98688989429462,4.63035243979887,3.66531739408277,5.19655566800722,3.6169883044888
B4galt5,4.12496993545866,4.14717695260358,3.85271122680811,3.94848064455783,4.00496097824333,4.13694469079876,3.90978855085214,3.61050320912359,3.55139403423668,3.62782783337176
B930068K11Rik,5.85552124797075,5.74052706582173,6.04415309660976,5.98604086543564,4.91020212193501,5.246352363001,4.78985738708738,4.86738781103629,5.37429444110651,4.93182184024905
Bace2,3.17871110687225,3.30568669860076,3.41770213292623,3.07249347591112,2.88503662396176,3.34130170294728,2.9302220725494,3.18507321931374,3.26337144246854,3.11002519159265
Baz1b,6.8719437804872,6.84919359039845,5.9475509983735,5.24315426114005,6.03465654271769,5.72202632415681,5.59578655558568,4.72364028960241,6.39404311035275,5.39896428196854
BB116930,4.65499406657177,4.33909675707426,4.13236640936321,4.30391277301291,4.5443894265842,5.04538791439496,4.43859403845832,4.95710323717986,3.98739269710457,5.1319418437807
